graph_name;graph_type;algorithm;max_flow;avg_runtime;avg_iterations;avg_bound;avg_r;avg_m;avg_n;avg_cFrac;avg_rBar;avg_time_per_mI;avg_time_per_nI;avg_time_over_nm;avg_time_over_I_sntm;avg_s_bar;avg_t_bar_forward;avg_t_bar_residual;avg_insert_norm;avg_delete_norm;avg_update_norm_m;avg_update_norm_theoretical
21graph_90_90_1000.dimacs;random_2level;bfs;65941;2177.053660400;8823;196149420;0.000044981;24210;8102;0.188310615;0.000255760;0.000005096;0.000030455;0.000005549;0.000004548;0.938652645;0.945761428;0.963397012;-1;-1;-1;-1
21graph_90_90_1000.dimacs;random_2level;dfs;65941;14110.312380400;65886.800000000;270000;0.244025185;24210;8102;0;0;0.000004423;0.000026433;0.000035968;0.000012566;0.662122905;0.236583573;0.241196956;-1;-1;-1;-1
21graph_90_90_1000.dimacs;random_2level;fat;65941;207.655023400;333;873622.686272539;0.000381171;24210;8102;0;0;0.000012879;0.000076967;0.000000529;0.000016371;0.637837912;0.642971472;0.679971049;0.821203084;0.661749259;0.143267803;0.391087519
21graph_90_90_1000.dimacs;random_2level;scaling;65941;56.401404200;949;873622.686272539;0.001086281;24210;8102;0;0;0.000001227;0.000007336;0.000000144;0.000009506;0.238599974;0.078652587;0.089203640;-1;-1;-1;-1
22graph_92_92_1000.dimacs;random_2level;bfs;67158;2551.495848800;9578;214189800;0.000044717;25300;8466;0.194762846;0.000248105;0.000005265;0.000031466;0.000005956;0.000004722;0.931472750;0.938400984;0.958984993;-1;-1;-1;-1
22graph_92_92_1000.dimacs;random_2level;dfs;67158;15198.887000800;67077.600000000;276000;0.243034783;25300;8466;0;0;0.000004478;0.000026764;0.000035480;0.000012640;0.664364583;0.238509846;0.243116552;-1;-1;-1;-1
22graph_92_92_1000.dimacs;random_2level;fat;67158;302.068683200;442;914560.022316877;0.000483293;25300;8466;0;0;0.000013506;0.000080724;0.000000705;0.000015554;0.707281081;0.712422335;0.750025844;0.850417908;0.744953196;0.159310715;0.434884347
22graph_92_92_1000.dimacs;random_2level;scaling;67158;89.406559800;1010;914560.022316877;0.001104356;25300;8466;0;0;0.000001749;0.000010456;0.000000209;0.000010073;0.297306524;0.110596838;0.123929695;-1;-1;-1;-1
23graph_94_94_1000.dimacs;random_2level;bfs;67737;2738.705147800;9573;233446932;0.000041007;26414;8838;0.189047475;0.000233864;0.000005415;0.000032370;0.000005866;0.000004854;0.932082640;0.938867194;0.959615864;-1;-1;-1;-1
23graph_94_94_1000.dimacs;random_2level;dfs;67737;16110.431020600;67647;282000;0.239882979;26414;8838;0;0;0.000004508;0.000026947;0.000034506;0.000012929;0.656917239;0.234591681;0.238796186;-1;-1;-1;-1
23graph_94_94_1000.dimacs;random_2level;fat;67737;207.427161400;407;956468.671034652;0.000425524;26414;8838;0;0;0.000009647;0.000057666;0.000000444;0.000012336;0.633700077;0.638485492;0.676027473;0.830105147;0.645284240;0.128904633;0.351884875
23graph_94_94_1000.dimacs;random_2level;scaling;67737;55.484363000;1027;956468.671034652;0.001073741;26414;8838;0;0;0.000001023;0.000006113;0.000000119;0.000009676;0.212563237;0.058299208;0.070130479;-1;-1;-1;-1
24graph_96_96_1000.dimacs;random_2level;bfs;69343;2957.764966200;10032;253974336;0.000039500;27552;9218;0.190820993;0.000225447;0.000005350;0.000031984;0.000005823;0.000004806;0.928322934;0.934953630;0.957929228;-1;-1;-1;-1
