graph_name;graph_type;algorithm;max_flow;avg_runtime;avg_iterations;avg_bound;avg_r;avg_m;avg_n;avg_cFrac;avg_rBar;avg_time_per_mI;avg_time_per_nI;avg_time_over_nm_n_plus_m;avg_time_over_r_2nm_sntm;avg_time_over_I_sntm;avg_s_bar;avg_t_bar_forward;avg_t_bar_residual;avg_insert_norm;avg_delete_norm;avg_update_norm_m;avg_update_norm_theoretical
25graph_98_25_1000.dimacs;square_mesh;bfs;294000;26830.489431000;39288;2.28186688e+09;0.000017217;237546;9606;0.088797538;0.000208203;0.000002875;0.000071093;0.000264427;0.000001382;0.000001409;1.000104102;1;1;-1;-1;-1;-1
25graph_98_25_1000.dimacs;square_mesh;dfs;294000;124451.780196000;253562;294000;0.862455782;237546;9606;0;0;0.000002066;0.000051095;0.001226528;0.000000001;0.000007290;0.790796179;0.125051750;0.125729769;-1;-1;-1;-1
25graph_98_25_1000.dimacs;square_mesh;fat;294000;1148.583096000;455;8630263.121021679;0.000052721;237546;9606;0;0;0.000010627;0.000262790;0.000011320;0.000000019;0.000005208;1;1;1;0.000104102;0.000104102;0.108578623;0.836987000
25graph_98_25_1000.dimacs;square_mesh;scaling;294000;466.986130000;976;294000;0.003319728;237546;9606;0;0;0.000002014;0.000049809;0.000004602;0.000000002;0.000016072;0.258639260;0.094109667;0.057431135;-1;-1;-1;-1
26graph_100_25_1000.dimacs;square_mesh;bfs;300000;29488.721894000;40969;2.4744948e+09;0.000016557;247400;10002;0.089096605;0.000199960;0.000002909;0.000071964;0.000053087;0.000001398;0.000001426;1.000099980;1;1;-1;-1;-1;-1
26graph_100_25_1000.dimacs;square_mesh;dfs;300000;134951.410832000;262102;300000;0.873673333;247400;10002;0;0;0.000002081;0.000051478;0.000242946;0.000000001;0.000007273;0.789264455;0.126435892;0.127125424;-1;-1;-1;-1
26graph_100_25_1000.dimacs;square_mesh;fat;300000;1212.990436000;466;9002689.552108161;0.000051762;247400;10002;0;0;0.000010521;0.000260246;0.000002184;0.000000018;0.000005156;1;1;1;0.000099980;0.000099980;0.107768492;0.830883856
26graph_100_25_1000.dimacs;square_mesh;scaling;300000;499.232786000;983;300000;0.003276667;247400;10002;0;0;0.000002053;0.000050776;0.000000899;0.000000002;0.000020833;0.232072812;0.072959894;0.044577145;-1;-1;-1;-1
27graph_102_25_1000.dimacs;square_mesh;bfs;306000;31954.374118000;42755;2.67906632e+09;0.000015959;257454;10406;0.089540267;0.000192197;0.000002903;0.000071822;-0.000024297;0.000001395;0.000001423;1.000096098;1;1;-1;-1;-1;-1
27graph_102_25_1000.dimacs;square_mesh;dfs;306000;146950.348690000;269809;306000;0.881728758;257454;10406;0;0;0.000002116;0.000052340;-0.000111735;0.000000001;0.000007312;0.788130444;0.128013196;0.128731521;-1;-1;-1;-1
