graph_name;graph_type;algorithm;max_flow;avg_runtime;avg_iterations;avg_bound;avg_r;avg_m;avg_n;avg_cFrac;avg_rBar;avg_time_per_mI;avg_time_per_nI;avg_time_over_nm_n_plus_m;avg_time_over_r_2nm_sntm;avg_time_over_I_sntm;avg_s_bar;avg_t_bar_forward;avg_t_bar_residual;avg_insert_norm;avg_delete_norm;avg_update_norm_m;avg_update_norm_theoretical
28graph_6955_25_1000.dimacs;matching;dfs;6955000;350.940838000;6955;6955000;0.001000000;187785;13912;0;0;0.000000269;0.000003627;-0.000000203;0.000000012;0.000006894;0.261086292;0.019561720;0.009818447;-1;-1;-1;-1
28graph_6955_25_1000.dimacs;matching;fat;6955000;7931.241466000;6955;8536563.039412316;0.000814731;187785;13912;0;0;0.000006073;0.000081970;-0.000004596;0.000000009;0.000002928;1;1;1;0.000071880;0.000071880;0.074079399;0.384211519
28graph_6955_25_1000.dimacs;matching;scaling;6955000;3652.061872000;6955;6955000;0.001000000;187785;13912;0;0;0.000002796;0.000037744;-0.000002116;0.000000053;0.000027977;0.548878046;0.056161497;0.029643326;-1;-1;-1;-1
29graph_7120_25_1000.dimacs;matching;bfs;7120000;8535.241618000;7120;2.73788208e+09;0.000002601;192240;14242;0.056130358;0.000141855;0.000006236;0.000084171;-0.000005013;0.000002903;0.000003007;1.000070215;1;1;-1;-1;-1;-1
29graph_7120_25_1000.dimacs;matching;dfs;7120000;402.017838000;7120;7120000;0.001000000;192240;14242;0;0;0.000000294;0.000003965;-0.000000236;0.000000013;0.000007527;0.260644622;0.019629466;0.009855279;-1;-1;-1;-1
29graph_7120_25_1000.dimacs;matching;fat;7120000;8369.210384000;7120;8752089.645227132;0.000813520;192240;14242;0;0;0.000006114;0.000082534;-0.000004915;0.000000009;0.000002948;1;1;1;0.000070215;0.000070215;0.074079276;0.384211667
29graph_7120_25_1000.dimacs;matching;scaling;7120000;3653.924425000;7120;7120000;0.001000000;192240;14242;0;0;0.000002670;0.000036034;-0.000002146;0.000000050;0.000026840;0.546858191;0.055847711;0.029473495;-1;-1;-1;-1
30graph_7285_25_1000.dimacs;matching;bfs;7285000;9133.550814000;7285;2.86623954e+09;0.000002542;196695;14572;0.056056331;0.000138463;0.000006374;0.000086038;-0.000006945;0.000002967;0.000003073;1.000068625;1;1;-1;-1;-1;-1
30graph_7285_25_1000.dimacs;matching;dfs;7285000;416.623019000;7285;7285000;0.001000000;196695;14572;0;0;0.000000291;0.000003925;-0.000000317;0.000000013;0.000007467;0.260486400;0.019562647;0.009819216;-1;-1;-1;-1
30graph_7285_25_1000.dimacs;matching;fat;7285000;8695.065428000;7285;8967914.167895516;0.000812341;196695;14572;0;0;0.000006068;0.000081908;-0.000006611;0.000000009;0.000002926;1;1;1;0.000068625;0.000068625;0.074079158;0.384211809
30graph_7285_25_1000.dimacs;matching;scaling;7285000;3923.935103000;7285;7285000;0.001000000;196695;14572;0;0;0.000002738;0.000036964;-0.000002984;0.000000050;0.000027582;0.547323663;0.055649950;0.029366504;-1;-1;-1;-1
